# This file contains the list of regulation interactions (graph edges) that
# define the gene regulatory network of Drosophila melanogaster.
# 
# The original network was built using the information available from
# 
# Roy S, Ernst J, Kharchenko PV, Kheradpour P, Negre N, Eaton ML, et al.
# Identification of functional elements and regulatory circuits by Drosophila
# modENCODE. Science (New York, NY). 2010;330(6012):1787–97.
# doi:10.1126/science.1198374.
# 
# Columns:
# 1. regulator gene
# 2. target or regulated gene
# 3. If available in the original source, effect of the regulation: activatory
# (+) or inhibitory (-). Context dependent or unknown effects where assumed to
# be activatory.
# 
Source	Target	Mode
Stat92E	gus	
Stat92E	PebIII	
Stat92E	CSN3	
Stat92E	pbl	
Stat92E	Patr-1	
Stat92E	Mat89Bb	
Stat92E	sced	
Stat92E	CG9883	
Stat92E	Nup358	
Stat92E	CG14764	
Stat92E	dgt1	
Stat92E	dgt6	
Stat92E	tef	
Stat92E	Smn	
Stat92E	JhI-21	
Stat92E	MTA1-like	
Stat92E	mnb	
Stat92E	CG2938	
Stat92E	CG1622	
Stat92E	CG5033	
Stat92E	CG12811	
Stat92E	ire-1	
Stat92E	CG6540	
Stat92E	kuk	
Stat92E	Bre1	
Stat92E	CG9272	
Stat92E	Rab8	
Stat92E	CG18445	
Stat92E	Dcp-1	
Stat92E	CG1234	
Stat92E	Gem3	
Stat92E	Nf-YA	
Stat92E	Ef2b	
Stat92E	Nelf-E	
Stat92E	CG4825	
Stat92E	Tango7	
Stat92E	Vrp1	
Stat92E	e(r)	
Stat92E	CG7840	
Stat92E	pea	
Stat92E	wdb	
Stat92E	CG31365	
Stat92E	fwd	
Stat92E	Dip2	
Stat92E	wdn	
Stat92E	cerv	
Stat92E	CG10754	
Stat92E	drk	
Stat92E	wds	
Stat92E	Cbp80	
Stat92E	cta	
Stat92E	CG18317	
Stat92E	Meics	
Stat92E	glu	
Stat92E	CG4911	
Stat92E	l(1)G0232	
Stat92E	Rm62	
Stat92E	Su(var)3-7	
Stat92E	PRL-1	
Stat92E	Cp190	
Stat92E	CG5720	
Stat92E	fidipidine	
Stat92E	MEP-1	
Stat92E	CG5728	
Stat92E	CG17068	
Stat92E	CG2051	
Stat92E	Su(var)2-HP2	
Stat92E	Nek2	
Stat92E	zip	
Stat92E	Su(var)205	
Stat92E	brm	
Stat92E	SMC2	
Stat92E	mael	
Stat92E	dnk	
Stat92E	CG9754	
Stat92E	Orc6	
Stat92E	U2af38	
Stat92E	ASPP	
Stat92E	CG12608	
Stat92E	CG3056	
Stat92E	CG2116	
Stat92E	UbcD2	
Stat92E	cact	
Stat92E	Dpy-30L1	
Stat92E	heix	
Stat92E	CG9666	
Stat92E	CdGAPr	
Stat92E	CG12909	
Stat92E	CG15735	
Stat92E	CG1972	
Stat92E	Ssdp	
Stat92E	CG1603	
Stat92E	cnk	
Stat92E	plexA	
Stat92E	cona	
Stat92E	CG6693	
Stat92E	CG11980	
Stat92E	Chrac-14	
Stat92E	CG8586	
Stat92E	CG33967	
Stat92E	CG14526	
Stat92E	CoRest	
Stat92E	unc-119	
Stat92E	slik	
Stat92E	spi	
Stat92E	chic	
Stat92E	msd5	
Stat92E	chif	
Stat92E	CG4169	
Stat92E	fs(1)h	
Stat92E	CG11777	
Stat92E	CG11779	
Stat92E	CG6945	
Stat92E	Ptpmeg	
Stat92E	rogdi	
Stat92E	CG14005	
Stat92E	hop	
Stat92E	CG17153	
Stat92E	Dok	
Stat92E	numb	
Stat92E	Cwc25	
Stat92E	Rab35	
Stat92E	CG11018	
Stat92E	Pgi	
Stat92E	Gpo-1	
Stat92E	CtBP	
Stat92E	Pp2A-29B	
Stat92E	CG1120	
Stat92E	CG17385	
Stat92E	CG15107	
Stat92E	SF2	
Stat92E	SF1	
Stat92E	arm	
Stat92E	Edc3	
Stat92E	rump	
Stat92E	CG32767	
Stat92E	CG8149	
Stat92E	CG15514	
Stat92E	CG11583	
Stat92E	CG11586	
Stat92E	yellow-f	
Stat92E	RN-tre	
Stat92E	CG7470	
Stat92E	Ulp1	
Stat92E	ced-6	
Stat92E	xl6	
Stat92E	Herp	
Stat92E	Dref	
Stat92E	dah	
Stat92E	Caf1-180	
Stat92E	not	
Stat92E	CG11820	
Stat92E	yu	
Stat92E	mxc	
Stat92E	nos	
Stat92E	CG10419	
Stat92E	CG5808	
Stat92E	CG6015	
Stat92E	CG8709	
Stat92E	polybromo	
Stat92E	CG3678	
Stat92E	Nup98	
Stat92E	E(Pc)	
Stat92E	Amun	
Stat92E	CG5986	
Stat92E	Cbp20	
Stat92E	CG1943	
Stat92E	Gcn2	
Stat92E	MED1	
Stat92E	MED6	
Stat92E	MED4	
Stat92E	CG6904	
Stat92E	Art3	
Stat92E	Fmo-1	
Stat92E	Csp	
Stat92E	Cdc6	
Stat92E	gom	
Stat92E	lola	
Stat92E	CG8960	
Stat92E	Caf1	
Stat92E	smo	
Stat92E	e(y)3	
Stat92E	smg	
Stat92E	Art1	
Stat92E	CG17612	
Stat92E	CG18178	
Stat92E	CG32066	
Stat92E	CG6443	
Stat92E	CG2924	
Stat92E	CG2926	
Stat92E	CG8369	
Stat92E	put	
Stat92E	E(bx)	
Stat92E	Prosap	
Stat92E	CG11596	
Stat92E	l(3)L1231	
Stat92E	Sirt4	
Stat92E	Aps	
Stat92E	Chrac-16	
Stat92E	Nup214	
Stat92E	CG18473	
Stat92E	CG1542	
Stat92E	dalao	
Stat92E	pygo	
Stat92E	Sry-alpha	
Stat92E	Pk17E	
Stat92E	CG1360	
Stat92E	Ino80	
Stat92E	exba	
Stat92E	Ars2	
Stat92E	CG31510	
Stat92E	Bin1	
Stat92E	BubR1	
Stat92E	G-ialpha65A	
Stat92E	Kap-alpha3	
Stat92E	Hdac3	
Stat92E	Btk29A	
Stat92E	l(2)08717	
Stat92E	CG15863	
Stat92E	betaTub56D	
Stat92E	CG16753	
Stat92E	Hmr	
Stat92E	Sir2	
Stat92E	CG3227	
Stat92E	Mcr	
Stat92E	Sin3A	
Stat92E	CG11906	
Stat92E	CG18005	
Stat92E	CG12338	
Stat92E	nct	
Stat92E	Smr	
Stat92E	Taf13	
Stat92E	Taf12	
Stat92E	Taf11	
Stat92E	R	
Stat92E	ncm	
Stat92E	Apc2	
Stat92E	Pp4-19C	
Stat92E	ncd	
Stat92E	p53	
Stat92E	muskelin	
Stat92E	Set	
Stat92E	alpha-Est3	
Stat92E	CG6115	
Stat92E	sti	
Stat92E	CG2063	
Stat92E	Ate1	
Stat92E	mip40	
Stat92E	CG4497	
Stat92E	CG18004	
Stat92E	Pi3K92E	
Stat92E	disp	
Stat92E	RhoGAPp190	
Stat92E	ran	
Stat92E	CG31743	
Stat92E	Hrb27C	
Stat92E	CG17255	
Stat92E	RhoGEF4	
Stat92E	Spat	
Stat92E	lid	
Stat92E	lin19	
Stat92E	CG5787	
Stat92E	l(2)05714	
Stat92E	Dg	
Stat92E	lin	
Stat92E	CG8924	
Stat92E	CG9238	
Stat92E	CG8370	
Stat92E	Mfap1	
Stat92E	CG31108	
Stat92E	CG6066	
Stat92E	ird5	
Stat92E	CG30394	
Stat92E	rhi	
Stat92E	Atu	
Stat92E	CG4300	
Stat92E	pnut	
Stat92E	Cpsf160	
Stat92E	Ptp61F	
Stat92E	nxf2	
Stat92E	Ripalpha	
Stat92E	Mer	
Stat92E	CG16815	
Stat92E	mri	
Stat92E	kz	
Stat92E	CG13868	
Stat92E	pasha	
Stat92E	CG1463	
Stat92E	CG7192	
Stat92E	CG42456	
Stat92E	Bsg25D	
Stat92E	dbe	
Stat92E	CG6418	
Stat92E	Rga	
Stat92E	CG14965	
Stat92E	CG3797	
Stat92E	Chro	
Stat92E	SuUR	
Stat92E	Rcd4	
Stat92E	Psi	
Stat92E	Rcd1	
Stat92E	Paf-AHalpha	
Stat92E	Mnn1	
Stat92E	TH1	
Stat92E	Ras85D	
Stat92E	Csl4	
Stat92E	CstF-50	
Stat92E	hrg	
Stat92E	CG1602	
Stat92E	CG10496	
Stat92E	Bub3	
Stat92E	Su(Tpl)	
Stat92E	CG10880	
Stat92E	CG8173	
Stat92E	CG17568	
Stat92E	CG12818	
Stat92E	trem	
Stat92E	Usp7	
Stat92E	Nhe3	
Stat92E	Dnz1	
Stat92E	oxt	
Stat92E	CG4730	
Stat92E	baf	
Stat92E	CG13599	
Stat92E	CG4281	
Stat92E	crn	
Stat92E	shn	
Stat92E	arr	
Stat92E	Rac2	
Stat92E	aru	
Stat92E	Pez	
Stat92E	jigr1	
Stat92E	CG5235	
Stat92E	Pep	
Stat92E	fl(2)d	
Stat92E	eIF-4a	
Stat92E	CG3883	
Stat92E	CG12340	
Stat92E	CG8679	
Stat92E	CG17282	
Stat92E	CG3925	
Stat92E	Parg	
Stat92E	CG9772	
Stat92E	CG9775	
Stat92E	Sfmbt	
Stat92E	CG17361	
Stat92E	Df31	
Stat92E	CG8478	
Stat92E	CG5746	
Stat92E	tho2	
Stat92E	CG2685	
Stat92E	dlt	
Stat92E	CG2135	
Stat92E	woc	
Stat92E	CG10274	
Stat92E	RfC38	
Stat92E	snama	
Stat92E	CG9107	
Stat92E	dome	
Stat92E	Rbp2	
Stat92E	tum	
Stat92E	key	
Stat92E	l(3)mbt	
Stat92E	CG2158	
Stat92E	icln	
Stat92E	CG33095	
Stat92E	cos	
Stat92E	CG9586	
Stat92E	CG15480	
Stat92E	Nop56	
Stat92E	CG13900	
Stat92E	CG11395	
Stat92E	Cdk4	
Stat92E	CG7133	
Stat92E	pita	
Stat92E	CG13096	
Stat92E	CG4788	
Stat92E	Ca-P60A	
Stat92E	Uev1A	
Stat92E	CG7845	
Stat92E	His2Av	
Stat92E	CG3511	
Stat92E	PEK	
Stat92E	heph	
Stat92E	lolal	
Stat92E	tgo	
Stat92E	Mi-2	
Stat92E	CG6961	
Stat92E	CG6962	
Stat92E	Mkk4	
Stat92E	Mkrn1	
Stat92E	Rlb1	
Stat92E	CG12112	
Stat92E	mars	
Stat92E	dup	
Stat92E	cdc2	
Stat92E	CG32418	
Stat92E	CG9293	
Stat92E	Gel	
Stat92E	Iswi	
Stat92E	Rrp1	
Stat92E	Not1	
Stat92E	CG7246	
Stat92E	RpLP0-like	
Stat92E	fs(1)K10	
Stat92E	CG3281	
Stat92E	CG10990	
Stat92E	O-fut1	
Stat92E	Hrb87F	
Stat92E	Utx	
Stat92E	CG14710	
Stat92E	HP1b	
Stat92E	Cul-4	
Stat92E	homer	
Stat92E	Rassf	
Stat92E	Grip75	
Stat92E	Nup62	
Stat92E	CG5642	
Stat92E	Caf1-105	
Stat92E	aPKC	
Stat92E	Tsp96F	
Stat92E	CG1677	
Stat92E	CG9776	
Stat92E	mod(mdg4)	
Stat92E	Socs36E	
Stat92E	cana	
Stat92E	msb1l	
Stat92E	Exp6	
Stat92E	Orc1	
Stat92E	CG17556	
Stat92E	CG5708	
Stat92E	RhoGAP54D	
Stat92E	geminin	
Stat92E	CG17002	
Stat92E	nimB5	
Stat92E	CG33695	
Stat92E	nimB2	
Stat92E	CG30020	
Stat92E	Rat1	
Stat92E	CG7593	
Stat92E	CG14803	
Stat92E	CG7597	
Stat92E	CG14805	
Stat92E	HP5	
Stat92E	CG10139	
Stat92E	CG4806	
Stat92E	CG1307	
Stat92E	Bj1	
Stat92E	BEAF-32	
Stat92E	CG7357	
Stat92E	CG3995	
Stat92E	CG3679	
Stat92E	ball	
Stat92E	CG2091	
Stat92E	Map60	
Stat92E	CG9797	
Stat92E	Ada2b	
Stat92E	CG12391	
Stat92E	Lsd-1	
Stat92E	CG12016	
Stat92E	SC35	
Stat92E	thr	
Stat92E	CG16892	
Stat92E	Nxt1	
Stat92E	CG12713	
Stat92E	CG6179	
Stat92E	CG9705	
Stat92E	CG6171	
Stat92E	CG7705	
Stat92E	CG5199	
Stat92E	CG5198	
Stat92E	FK506-bp1	
Stat92E	CG9246	
Stat92E	torp4a	
Stat92E	su(Hw)	
Stat92E	CG3415	
Stat92E	Ubqn	
Stat92E	CG13484	
Stat92E	l(1)1Bi	
Stat92E	CG1513	
Stat92E	Vps26	
Stat92E	CG6254	
Stat92E	wek	
Stat92E	CG1518	
Stat92E	Pcaf	
Stat92E	mof	
Stat92E	skd	
Stat92E	Magi	
Stat92E	CG8949	
Stat92E	Eb1	
Stat92E	stwl	
Stat92E	CG8944	
Stat92E	Faf	
Stat92E	CG6422	
Stat92E	CG8545	
Stat92E	mor	
Stat92E	CG18213	
Stat92E	U2af50	
Stat92E	Su(var)2-10	
Stat92E	Klp61F	
Stat92E	TfIIFbeta	
Stat92E	CG14614	
Stat92E	mod	
Stat92E	Dlc90F	
Stat92E	CG6854	
Stat92E	E2f	
Stat92E	Kdm4A	
Stat92E	CG42516	
Stat92E	eff	
Stat92E	vimar	
Stat92E	Atac1	
Stat92E	CG2915	
Stat92E	CG1024	
Stat92E	CG1021	
Stat92E	CG1142	
Stat92E	Nup160	
Stat92E	eIF4AIII	
Stat92E	CG14478	
Stat92E	Pbp49	
Stat92E	polo	
Stat92E	phr6-4	
Stat92E	Arf79F	
Stat92E	pall	
Stat92E	MESR4	
Stat92E	CG3732	
Stat92E	l(3)07882	
Stat92E	CG3735	
Stat92E	ade3	
Stat92E	Tfb4	
Stat92E	Edem1	
Stat92E	cno	
Stat92E	prod	
Stat92E	E(var)3-9	
Stat92E	ash2	
Stat92E	BthD	
Stat92E	dco	
Stat92E	CG2199	
Stat92E	CG12050	
Stat92E	CG7536	
Stat92E	CG32016	
Stat92E	CG30122	
Stat92E	CG10433	
Stat92E	pll	
Stat92E	CG17359	
Stat92E	CG5451	
Stat92E	Bap60	
Stat92E	krz	
Stat92E	CG8441	
Stat92E	alpha4GT1	
Stat92E	Sce	
Stat92E	Ppt1	
Stat92E	CG9740	
Stat92E	CG3744	
Stat92E	CG15084	
Stat92E	CG12753	
Stat92E	AGO1	
Stat92E	CG2691	
Stat92E	mbm	
Stat92E	ppa	
Stat92E	mbo	
Stat92E	CG9114	
Stat92E	Hus1-like	
Stat92E	CG7185	
Stat92E	CycE	
Stat92E	CycD	
Stat92E	Pms2	
Stat92E	CycA	
Stat92E	CycC	
Stat92E	CycB	
Stat92E	CG11141	
Stat92E	ppan	
Stat92E	CG6686	
Stat92E	Hpr1	
Stat92E	CG9062	
Stat92E	Tsp97E	
Stat92E	yrt	
Stat92E	CG9232	
Stat92E	bur	
Stat92E	CG8889	
Stat92E	CG14657	
Stat92E	Axud1	
Stat92E	borr	
Stat92E	CG5003	
Stat92E	hk	
Stat92E	Dek	
Stat92E	fliI	
Stat92E	CG4570	
Stat92E	ns1	
Stat92E	ns4	
Stat92E	DnaJ-H	
Stat92E	CG6241	
Stat92E	mei-38	
Stat92E	mts	
Stat92E	CG11660	
Stat92E	Top2	
Stat92E	CG9527	
Stat92E	Rep	
Stat92E	Mst85C	
Stat92E	z	
Stat92E	Nnp-1	
Stat92E	CG15209	
Stat92E	CG13097	
Stat92E	pim	
Stat92E	pic	
Stat92E	CG8538	
Stat92E	CG11523	
Stat92E	Taf5	
Stat92E	kis	
Stat92E	Rox8	
Stat92E	CG10035	
Stat92E	aph-1	
Stat92E	CG18259	
Stat92E	Mad	
Stat92E	gro	
Stat92E	gammaTub23C	
Stat92E	CG13427	
Stat92E	TXBP181-like	
Stat92E	CG4866	
Stat92E	stau	
Stat92E	CG17490	
Stat92E	CG12316	
Stat92E	CG2233	
Stat92E	CG8155	
Stat92E	CG7928	
Stat92E	MRG15	
Stat92E	ari-1	
Stat92E	sqd	
Stat92E	ago	
Stat92E	Cks30A	
Stat92E	CG13142	
Stat92E	His3.3B	
Stat92E	Src64B	
Stat92E	CG4615	
Stat92E	TfIIFalpha	
Stat92E	CG17494	
Stat92E	CG2246	
Stat92E	CG3847	
Stat92E	Brf	
Stat92E	CG7288	
Stat92E	CG3704	
G9a	milt	
G9a	CG15107	
G9a	CG31342	
G9a	GATAd	
G9a	CG4278	
G9a	l(1)1Bi	
G9a	Aats-thr	
G9a	Vps26	
G9a	CG4078	
G9a	Gap1	
G9a	RfC4	
G9a	Pgam5	
G9a	east	
G9a	CG9300	
G9a	CG5899	
G9a	CG32075	
G9a	MED16	
G9a	Tango10	
G9a	bif	
G9a	CG3815	
G9a	da	
G9a	CG10903	
G9a	dx	
G9a	CG10803	
G9a	thoc7	
G9a	CG1529	
G9a	CG1636	
G9a	CG5808	
G9a	RnrL	
G9a	CG5602	
G9a	nito	
G9a	PNGase	
G9a	CG3004	
G9a	CG1737	
G9a	tth	
G9a	CG12942	
G9a	Nufip	
G9a	CG4289	
G9a	Sug	
G9a	ik2	
G9a	CG8578	
G9a	Nup98	
G9a	CG4857	
G9a	CG3800	
G9a	Mys45A	
G9a	lin-52	
G9a	l(2)k01209	
G9a	par-6	
G9a	CG3436	
G9a	CG3437	
G9a	CG10428	
G9a	CG1785	
G9a	CG1703	
G9a	Nop60B	
G9a	Rbf2	
G9a	pds5	
G9a	E(var)3-9	
G9a	Pitslre	
G9a	CG18178	
G9a	POSH	
G9a	CG5220	
G9a	CG1951	
G9a	CG11417	
G9a	CG10825	
G9a	CG17359	
G9a	CG17293	
G9a	CG6843	
G9a	cort	
G9a	Acf1	
G9a	CG1738	
G9a	CG9752	
G9a	CG13773	
G9a	Fs(2)Ket	
G9a	CG16838	
G9a	D12	
G9a	CG2990	
G9a	BtbVII	
G9a	CG9684	
G9a	CG7744	
G9a	CycK	
G9a	DNApol-iota	
G9a	Spargel	
G9a	REG	
G9a	CG6689	
G9a	lok	
G9a	Sir2	
G9a	Rlb1	
G9a	l(3)j2D3	
G9a	CG5360	
G9a	Phax	
G9a	CG1074	
G9a	CG5537	
G9a	Bap170	
G9a	CG15735	
G9a	CG5245	
G9a	Rbf	
G9a	l(2)dtl	
G9a	CG3680	
G9a	CG14710	
G9a	CG14711	
G9a	CG9601	
G9a	rin	
G9a	pcs	
G9a	Grip71	
G9a	CG11986	
G9a	Mes2	
G9a	CG14814	
G9a	dmt	
G9a	Use1	
G9a	mr	
G9a	RnrS	
G9a	CG9281	
G9a	phol	
G9a	shark	
G9a	Hop	
G9a	Orc6	
G9a	CG14647	
G9a	CG1109	
G9a	Cenp-C	
G9a	Mcm6	
G9a	Mcm5	
G9a	CG4165	
G9a	unc-119	
G9a	csul	
G9a	CG9849	
G9a	CG14230	
G9a	Rad51D	
G9a	l(2)05714	
G9a	lin	
G9a	CG7597	
G9a	CG14805	
G9a	HP5	
G9a	CG8924	
G9a	Nup153	
G9a	CG11788	
G9a	spn-E	
G9a	Nup154	
G9a	CG10336	
G9a	MED19	
G9a	CG3165	
G9a	mip130	
G9a	DNApol-alpha50	
G9a	CG32344	
G9a	CG4699	
G9a	Ada2b	
G9a	CG14182	
G9a	Arp8	
G9a	pr-set7	
G9a	CG32226	
G9a	Chd1	
G9a	CG11596	
G9a	CG6937	
G9a	Lsm10	
G9a	CG4119	
G9a	Ptp69D	
G9a	svr	
G9a	l(3)73Ah	
G9a	CG3893	
CG7839	gw	
CG7839	milt	
CG7839	RpII33	
CG7839	CG7546	
CG7839	CG9839	
CG7839	ald	
CG7839	lack	
CG7839	alien	
CG7839	CG5245	
CG7839	CG11180	
CG7839	Hel25E	
CG7839	Taf2	
CG7839	alt	
CG7839	Patj	
CG7839	CG15744	
CG7839	Utx	
CG7839	CG11188	
CG7839	row	
CG7839	CG9007	
CG7839	CG9715	
CG7839	ana3	
CG7839	ScpX	
CG7839	gp210	
CG7839	CG5815	
CG7839	CG10463	
CG7839	CG42724	
CG7839	cona	
CG7839	CG9004	
CG7839	CG10214	
CG7839	CG10217	
CG7839	cdm	
CG7839	fu2	
CG7839	CG9300	
CG7839	CG9302	
CG7839	Topors	
CG7839	CG32479	
CG7839	MAN1	
CG7839	msl-1	
CG7839	CG12267	
CG7839	pds5	
CG7839	pod1	
CG7839	CG16903	
CG7839	mod(mdg4)	
CG7839	vlc	
CG7839	CG6621	
CG7839	CG16868	
CG7839	RhoBTB	
CG7839	cnn	
CG7839	CG3402	
CG7839	Moca-cyp	
CG7839	CG1024	
CG7839	CG18591	
CG7839	faf	
CG7839	Surf6	
CG7839	Spx	
CG7839	akirin	
CG7839	prod	
CG7839	hyd	
CG7839	CG3605	
CG7839	CG8005	
CG7839	CG11164	
CG7839	enok	
CG7839	CG5284	
CG7839	CG1523	
CG7839	CSN4	
CG7839	Neos	
CG7839	CSN6	
CG7839	CSN3	
CG7839	hyx	
CG7839	CG4400	
CG7839	CG7785	
CG7839	CG6712	
CG7839	scny	
CG7839	CG31392	
CG7839	Mat89Bb	
CG7839	sced	
CG7839	CG9883	
CG7839	Nup358	
CG7839	CG8270	
CG7839	CG13690	
CG7839	dgt1	
CG7839	regucalcin	
CG7839	dgt6	
CG7839	tef	
CG7839	Smn	
CG7839	Hcf	
CG7839	Nopp140	
CG7839	CG8378	
CG7839	CG8379	
CG7839	l(2)k01209	
CG7839	par-6	
CG7839	CG32176	
CG7839	CG5316	
CG7839	CG14194	
CG7839	CG8370	
CG7839	cbc	
CG7839	CG1622	
CG7839	TfIIA-S	
CG7839	kuz	
CG7839	Su(H)	
CG7839	CG5033	
CG7839	RpII140	
CG7839	CG9372	
CG7839	CG1785	
CG7839	CG3532	
CG7839	ire-1	
CG7839	CG6540	
CG7839	kuk	
CG7839	mus304	
CG7839	DMAP1	
CG7839	CG12054	
CG7839	CG12818	
CG7839	Dcp-1	
CG7839	CG15747	
CG7839	CG14286	
CG7839	SmB	
CG7839	Spc25	
CG7839	CG5589	
CG7839	CG3838	
CG7839	CG15561	
CG7839	Nf-YA	
CG7839	cdc16	
CG7839	CG4980	
CG7839	CG1703	
CG7839	Tctp	
CG7839	CG1677	
CG7839	Snm1	
CG7839	CG4825	
CG7839	CG2617	
CG7839	Tango6	
CG7839	CG11412	
CG7839	Tango4	
CG7839	hkl	
CG7839	CG11417	
CG7839	e(r)	
CG7839	Rcd1	
CG7839	CG8116	
CG7839	CG7840	
CG7839	Prp8	
CG7839	CG5146	
CG7839	CG10703	
CG7839	CG3335	
CG7839	ctp	
CG7839	mus205	
CG7839	CG2924	
CG7839	Bgb	
CG7839	mre11	
CG7839	Tequila	
CG7839	ana1	
CG7839	CG11555	
CG7839	wdn	
CG7839	eEF1delta	
CG7839	Top2	
CG7839	wds	
CG7839	Cbp80	
CG7839	CG12909	
CG7839	CG3238	
CG7839	CG3587	
CG7839	CG1142	
CG7839	Klp31E	
CG7839	CG7110	
CG7839	Meics	
CG7839	glu	
CG7839	CG14715	
CG7839	Su(var)3-3	
CG7839	Su(var)3-7	
CG7839	CG18011	
CG7839	CG11857	
CG7839	CG12734	
CG7839	CG2186	
CG7839	SRm160	
CG7839	Cp190	
CG7839	CG8027	
CG7839	brm	
CG7839	DNApol-iota	
CG7839	MEP-1	
CG7839	CG5728	
CG7839	qkr58E-1	
CG7839	REG	
CG7839	Taf12	
CG7839	CG15141	
CG7839	CG2051	
CG7839	exd	
CG7839	CG30122	
CG7839	Nek2	
CG7839	CoRest	
CG7839	lwr	
CG7839	Su(var)205	
CG7839	rept	
CG7839	CG11307	
CG7839	CG7185	
CG7839	dnk	
CG7839	CG9754	
CG7839	Orc6	
CG7839	Ras85D	
CG7839	msi	
CG7839	Pnn	
CG7839	CG12608	
CG7839	BRWD3	
CG7839	TfIIA-L	
CG7839	e(y)2	
CG7839	CG3056	
CG7839	CG2116	
CG7839	CG3508	
CG7839	CG5360	
CG7839	Gug	
CG7839	CG1218	
CG7839	nonA	
CG7839	CG8441	
CG7839	Orc2	
CG7839	pfk	
CG7839	CG9123	
CG7839	CG5537	
CG7839	CG4159	
CG7839	CG3227	
CG7839	CG1972	
CG7839	Orc1	
CG7839	thoc7	
CG7839	thoc5	
CG7839	cnk	
CG7839	CG8939	
CG7839	CG5439	
CG7839	CG6693	
CG7839	cal1	
CG7839	CG5554	
CG7839	CG1910	
CG7839	CG6697	
CG7839	cav	
CG7839	Cbl	
CG7839	CG10321	
CG7839	CG9356	
CG7839	CG31111	
CG7839	CG6197	
CG7839	CG10324	
CG7839	CG6876	
CG7839	tos	
CG7839	Rs1	
CG7839	Sry-beta	
CG7839	cta	
CG7839	CG8336	
CG7839	geminin	
CG7839	CG2875	
CG7839	msl-3	
CG7839	raps	
CG7839	CG8232	
CG7839	Bre1	
CG7839	CG14641	
CG7839	Jarid2	
CG7839	l(2)35Bd	
CG7839	Cenp-C	
CG7839	msd5	
CG7839	csul	
CG7839	chif	
CG7839	Bx42	
CG7839	msd1	
CG7839	pont	
CG7839	CG5516	
CG7839	CG11777	
CG7839	RhoGEF4	
CG7839	caz	
CG7839	Ptpmeg	
CG7839	me31B	
CG7839	CG6370	
CG7839	CG42257	
CG7839	CG11120	
CG7839	CG14005	
CG7839	hop	
CG7839	CG11123	
CG7839	RYBP	
CG7839	CG11329	
CG7839	CG17802	
CG7839	CG17153	
CG7839	Dok	
CG7839	ric8a	
CG7839	RluA-2	
CG7839	fu	
CG7839	DNApol-alpha50	
CG7839	CG32344	
CG7839	CG4699	
CG7839	fy	
CG7839	CG6409	
CG7839	CG2807	
CG7839	Arp8	
CG7839	Rpb10	
CG7839	CG15817	
CG7839	CG7246	
CG7839	CG32226	
CG7839	Cwc25	
CG7839	CG2656	
CG7839	CG14630	
CG7839	CG14135	
CG7839	Rab35	
CG7839	drosha	
CG7839	pav	
CG7839	swm	
CG7839	CG1416	
CG7839	CG10743	
CG7839	Mpp6	
CG7839	Lsm10	
CG7839	CG13016	
CG7839	SMC2	
CG7839	CG8173	
CG7839	Mtor	
CG7839	sl	
CG7839	pygo	
CG7839	egg	
CG7839	tlk	
CG7839	Pp2A-29B	
CG7839	CG1120	
CG7839	CG4877	
CG7839	CG11444	
CG7839	SuUR	
CG7839	mbm	
CG7839	CG8435	
CG7839	Aps	
CG7839	rad50	
CG7839	ttv	
CG7839	CG7384	
CG7839	CG14805	
CG7839	Edc3	
CG7839	CG4785	
CG7839	CG16838	
CG7839	CG8417	
CG7839	Set2	
CG7839	CG12288	
CG7839	CG32043	
CG7839	CG8149	
CG7839	CG15514	
CG7839	CG11583	
CG7839	pcx	
CG7839	LBR	
CG7839	CG2158	
CG7839	CG7372	
CG7839	yellow-f	
CG7839	CG4747	
CG7839	Tbp	
CG7839	bys	
CG7839	CG7379	
CG7839	Pbp95	
CG7839	14-3-3epsilon	
CG7839	CG15199	
CG7839	dgt5	
CG7839	CG3309	
CG7839	HP1c	
CG7839	xl6	
CG7839	CG31716	
CG7839	CG5510	
CG7839	Dref	
CG7839	CG42360	
CG7839	noi	
CG7839	CG6995	
CG7839	BEAF-32	
CG7839	dah	
CG7839	CG6425	
CG7839	Cat	
CG7839	zf30C	
CG7839	CkIalpha	
CG7839	not	
CG7839	CG11820	
CG7839	mus312	
CG7839	CG7357	
CG7839	Lam	
CG7839	CG10419	
CG7839	CG5808	
CG7839	CG6015	
CG7839	CG8460	
CG7839	CG7154	
CG7839	polybromo	
CG7839	tral	
CG7839	CG5800	
CG7839	CG7197	
CG7839	Aats-ile	
CG7839	CG4266	
CG7839	CG11577	
CG7839	CG3678	
CG7839	Fip1	
CG7839	CG13255	
CG7839	l(3)01239	
CG7839	CG7011	
CG7839	Tor	
CG7839	gry	
CG7839	CG12299	
CG7839	Nup98	
CG7839	CG7728	
CG7839	sti	
CG7839	CG5986	
CG7839	RpL7-like	
CG7839	CG4616	
CG7839	CG1943	
CG7839	Gcn2	
CG7839	MED1	
CG7839	MED6	
CG7839	Tpr2	
CG7839	MED4	
CG7839	CycD	
CG7839	Art3	
CG7839	Csp	
CG7839	Cdc6	
CG7839	CG12155	
CG7839	wls	
CG7839	E(var)3-9	
CG7839	eIF3-S8	
CG7839	eIF3-S9	
CG7839	Caf1	
CG7839	smo	
CG7839	e(y)1	
CG7839	dsh	
CG7839	smg	
CG7839	CG11248	
CG7839	nito	
CG7839	lig	
